DATE,CHF1MTD156N,CHF3MTD156N,EUR1MTD156N,EUR3MTD156N,GBP1MTD156N,GBP3MTD156N,JPY1MTD156N,JPY3MTD156N,USD1MTD156N,USD3MTD156N
2019-02-06,-0.7798,-0.7108,-0.42243,-0.332,0.73113,0.90338,-0.09583,-0.0935,2.51263,2.73763
2019-02-07,-0.7794,-0.7114,-0.41886,-0.33157,0.73163,0.89688,-0.1055,-0.1005,2.51688,2.697
2019-02-08,-0.7794,-0.7098,-0.41871,-0.33243,0.73213,0.88275,-0.1125,-0.08983,2.50413,2.69775
2019-02-11,-0.7786,-0.7076,-0.41757,-0.33357,0.73088,0.875,-0.11567,-0.08867,2.49788,2.688
2019-02-12,-0.7782,-0.7132,-0.41286,-0.332,0.731,0.86825,-0.0935,-0.08217,2.49375,2.69288
2019-02-13,-0.7748,-0.7178,-0.41343,-0.34443,0.72988,0.86963,-0.099,-0.08217,2.48875,2.68375
2019-02-14,-0.778,-0.7184,-0.41729,-0.34257,0.7295,0.86725,-0.10067,-0.0835,2.48138,2.69388
2019-02-15,-0.7768,-0.7176,-0.41386,-0.33714,0.72988,0.86988,-0.10867,-0.08783,2.48038,2.68288
2019-02-18,-0.7782,-0.7172,-0.413,-0.347,0.72925,0.86875,-0.1035,-0.08483,2.48475,2.64363
2019-02-19,-0.7776,-0.7194,-0.40871,-0.34557,0.7285,0.86638,-0.09483,-0.082,2.48225,2.64125
2019-02-20,-0.7786,-0.721,-0.40971,-0.34443,0.73013,0.85863,-0.09983,-0.08167,2.48113,2.66338
2019-02-21,-0.7762,-0.7148,-0.41114,-0.33586,0.72875,0.86475,-0.096,-0.08083,2.48988,2.651
2019-02-22,-0.7772,-0.7108,-0.413,-0.33643,0.72888,0.85925,-0.09767,-0.07817,2.48438,2.64625
2019-02-25,-0.7786,-0.7178,-0.412,-0.33657,0.729,0.85975,-0.087,-0.08033,2.47913,2.63863
2019-02-26,-0.7756,-0.7156,-0.41129,-0.33671,0.72925,0.85663,-0.0835,-0.07767,2.493,2.62888
2019-02-27,-0.7846,-0.7154,-0.41,-0.337,0.72925,0.85488,-0.10083,-0.07967,2.48925,2.62613
2019-02-28,-0.7844,-0.7156,-0.41257,-0.341,0.72888,0.852,-0.09967,-0.07833,2.49038,2.61513
2019-03-01,-0.7844,-0.7056,-0.412,-0.34071,0.72763,0.85275,-0.09883,-0.07333,2.48188,2.5985
2019-03-04,-0.7838,-0.7044,-0.41214,-0.33329,0.7285,0.84925,-0.09633,-0.07083,2.483,2.60763
2019-03-05,-0.7838,-0.704,-0.41171,-0.33643,0.72913,0.84775,-0.11,-0.07183,2.48088,2.60663
2019-03-06,-0.7836,-0.704,-0.41386,-0.332,0.72788,0.84438,-0.11183,-0.07317,2.49175,2.5945
2019-03-07,-0.7838,-0.7052,-0.41271,-0.33186,0.72813,0.84313,-0.11517,-0.07233,2.49275,2.60063
2019-03-08,-0.7838,-0.7072,-0.41414,-0.33014,0.72725,0.846,-0.1145,-0.0725,2.4915,2.59663
2019-03-11,-0.784,-0.7112,-0.41257,-0.32986,0.72625,0.8425,-0.1125,-0.06967,2.49888,2.60825
2019-03-12,-0.784,-0.7136,-0.41457,-0.33143,0.72725,0.845,-0.117,-0.0745,2.48863,2.59325
2019-03-13,-0.784,-0.7036,-0.41486,-0.33171,0.72825,0.84263,-0.11933,-0.0775,2.48375,2.61088
2019-03-14,-0.784,-0.703,-0.41457,-0.33171,0.72788,0.84325,-0.1205,-0.07583,2.48175,2.61463
2019-03-15,-0.7838,-0.7034,-0.41429,-0.34171,0.72963,0.84463,-0.12867,-0.08167,2.48175,2.62525
2019-03-18,-0.7848,-0.7092,-0.41529,-0.33843,0.732,0.846,-0.12417,-0.07967,2.48775,2.63263
2019-03-19,-0.7852,-0.7132,-0.41486,-0.34386,0.72913,0.83963,-0.10917,-0.08167,2.48675,2.61275
2019-03-20,-0.7852,-0.7084,-0.414,-0.33443,0.72963,0.83713,-0.10617,-0.07717,2.49063,2.607
2019-03-21,-0.7862,-0.7112,-0.41671,-0.33971,0.731,0.83871,-0.10533,-0.07467,2.4855,2.6015
2019-03-22,-0.7854,-0.713,-0.41586,-0.33571,0.72788,0.83038,-0.10233,-0.06967,2.49888,2.60988
2019-03-25,-0.7848,-0.7046,-0.41471,-0.33457,0.7285,0.83238,-0.10167,-0.06333,2.48975,2.60875
2019-03-26,-0.7838,-0.7032,-0.41671,-0.34286,0.73113,0.83625,-0.1065,-0.06067,2.4955,2.59738
2019-03-27,-0.7848,-0.7038,-0.41629,-0.34786,0.73175,0.8355,-0.10783,-0.0615,2.49863,2.601
2019-03-28,-0.784,-0.7066,-0.41886,-0.34586,0.73075,0.83325,-0.09517,-0.06467,2.5015,2.59175
2019-03-29,-0.7866,-0.7122,-0.42143,-0.348,0.73088,0.84838,-0.09983,-0.064,2.4945,2.59975
2019-04-01,-0.7898,-0.7132,-0.41657,-0.34386,0.72938,0.84088,-0.10367,-0.06167,2.49338,2.5955
2019-04-02,-0.7878,-0.714,-0.41771,-0.339,0.73025,0.83038,-0.097,-0.0625,2.47938,2.60238
2019-04-03,-0.7894,-0.7144,-0.417,-0.34514,0.73438,0.83763,-0.09533,-0.06167,2.47713,2.59775
2019-04-04,-0.789,-0.7146,-0.41729,-0.34829,0.73175,0.82938,-0.09617,-0.06117,2.4735,2.58863
2019-04-05,-0.7888,-0.7146,-0.41643,-0.35886,0.7315,0.8185,-0.09783,-0.06133,2.47163,2.59213
2019-04-08,-0.7874,-0.7166,-0.41571,-0.36029,0.72875,0.81813,-0.09983,-0.06117,2.48125,2.584
2019-04-09,-0.7894,-0.7152,-0.41671,-0.35786,0.72875,0.82175,-0.10083,-0.062,2.484,2.58125
2019-04-10,-0.7886,-0.7166,-0.41671,-0.35629,0.72938,0.824,-0.09383,-0.06233,2.482,2.6035
2019-04-11,-0.7856,-0.7162,-0.41686,-0.34857,0.72975,0.82763,-0.09983,-0.06167,2.47263,2.59675
2019-04-12,-0.7854,-0.7166,-0.41229,-0.36043,0.73025,0.82888,-0.101,-0.0625,2.47738,2.601
2019-04-15,-0.7872,-0.7182,-0.41314,-0.34771,0.73388,0.82088,-0.10283,-0.06333,2.47388,2.588
2019-04-16,-0.7904,-0.7178,-0.41329,-0.34671,0.73388,0.82175,-0.09067,-0.061,2.47975,2.60088
2019-04-17,-0.7868,-0.7162,-0.40957,-0.34814,0.73375,0.8265,-0.099,-0.062,2.48738,2.5915
2019-04-18,-0.7872,-0.7172,-0.40929,-0.35,0.73263,0.822,-0.09783,-0.06983,2.48088,2.58113
2019-04-19,.,.,.,.,.,.,.,.,.,.
2019-04-22,.,.,.,.,.,.,.,.,.,.
2019-04-23,-0.7914,-0.7168,-0.40971,-0.35157,0.733,0.82275,-0.10083,-0.06,2.47663,2.58025
2019-04-24,-0.7906,-0.7168,-0.41129,-0.34757,0.73313,0.82163,-0.11117,-0.06767,2.48338,2.58638
2019-04-25,-0.7892,-0.7142,-0.41343,-0.348,0.73175,0.82525,-0.09617,-0.06167,2.4785,2.58238
2019-04-26,-0.7916,-0.712,-0.40971,-0.36071,0.73175,0.825,-0.11,-0.06533,2.48313,2.58275
2019-04-29,-0.792,-0.7128,-0.408,-0.35671,0.73088,0.81875,-0.11033,-0.06583,2.48588,2.579
2019-04-30,-0.7934,-0.7138,-0.40914,-0.34614,0.73238,0.81688,-0.10983,-0.065,2.4805,2.57563
2019-05-01,-0.7962,-0.7198,-0.41114,-0.341,0.73288,0.81925,-0.1115,-0.065,2.48325,2.5755
2019-05-02,-0.798,-0.7182,-0.41057,-0.34757,0.73263,0.81375,-0.1175,-0.06417,2.46713,2.56513
2019-05-03,-0.794,-0.7178,-0.41786,-0.34443,0.73138,0.81238,-0.119,-0.064,2.46663,2.55988
2019-05-06,.,.,.,.,.,.,.,.,.,.
2019-05-07,-0.7912,-0.7136,-0.416,-0.353,0.73113,0.809,-0.09783,-0.07533,2.46275,2.562
2019-05-08,-0.7868,-0.712,-0.41643,-0.35329,0.732,0.81038,-0.09967,-0.075,2.45138,2.54513
2019-05-09,-0.792,-0.7118,-0.41629,-0.355,0.7315,0.80963,-0.0985,-0.0725,2.45338,2.53525
2019-05-10,-0.7934,-0.7116,-0.41543,-0.35857,0.73113,0.805,-0.10017,-0.07717,2.449,2.52788
2019-05-13,-0.7896,-0.712,-0.416,-0.364,0.73113,0.8045,-0.0985,-0.07667,2.43963,2.518
2019-05-14,-0.795,-0.7106,-0.41543,-0.35929,0.73113,0.80463,-0.10133,-0.07833,2.43763,2.5245
2019-05-15,-0.792,-0.7102,-0.41671,-0.36414,0.73125,0.80638,-0.099,-0.07567,2.43238,2.52513
2019-05-16,-0.7944,-0.712,-0.41229,-0.36514,0.731,0.80363,-0.097,-0.07417,2.44063,2.51963
2019-05-17,-0.7944,-0.7116,-0.41414,-0.354,0.73088,0.80375,-0.105,-0.0775,2.44188,2.52188
2019-05-20,-0.7976,-0.7126,-0.41686,-0.35443,0.73088,0.80425,-0.107,-0.0765,2.436,2.52338
2019-05-21,-0.7934,-0.7118,-0.41743,-0.35971,0.7305,0.80325,-0.10533,-0.07733,2.42963,2.5235
2019-05-22,-0.7902,-0.707,-0.41343,-0.359,0.73038,0.79888,-0.10983,-0.0665,2.437,2.52475
2019-05-23,-0.791,-0.7108,-0.41757,-0.359,0.73013,0.79575,-0.11933,-0.07583,2.42975,2.52063
2019-05-24,-0.79,-0.7116,-0.41757,-0.35929,0.73,0.79563,-0.1205,-0.06417,2.42813,2.52488
2019-05-27,.,.,.,.,.,.,.,.,.,.
2019-05-28,-0.7946,-0.7118,-0.42371,-0.35057,0.72625,0.7945,-0.11633,-0.0625,2.42938,2.52375
2019-05-29,-0.7976,-0.712,-0.42257,-0.35129,0.72675,0.794,-0.10967,-0.06083,2.4385,2.52175
2019-05-30,-0.8016,-0.7124,-0.41743,-0.35229,0.72525,0.796,-0.12083,-0.0605,2.44,2.52025
2019-05-31,-0.808,-0.713,-0.41914,-0.34329,0.72638,0.79588,-0.12733,-0.06067,2.4305,2.5025
2019-06-03,-0.8062,-0.7136,-0.42686,-0.35229,0.72588,0.79725,-0.13267,-0.06133,2.42988,2.4785
2019-06-04,-0.8022,-0.7136,-0.42571,-0.35457,0.726,0.79263,-0.1325,-0.0635,2.42088,2.47438
2019-06-05,-0.8008,-0.713,-0.42571,-0.36614,0.72588,0.79575,-0.1285,-0.064,2.4185,2.47163
2019-06-06,-0.8018,-0.7114,-0.42543,-0.37114,0.72438,0.78563,-0.1165,-0.06633,2.41163,2.453
2019-06-07,-0.8032,-0.7126,-0.42129,-0.36686,0.72413,0.7825,-0.11783,-0.067,2.41213,2.45063
2019-06-10,-0.7984,-0.706,-0.41571,-0.36629,0.72375,0.78563,-0.1155,-0.06483,2.41338,2.43575
2019-06-11,-0.8004,-0.7084,-0.418,-0.36414,0.72475,0.788,-0.11533,-0.06683,2.41063,2.4495
2019-06-12,-0.801,-0.711,-0.421,-0.366,0.72463,0.79275,-0.1165,-0.06683,2.40113,2.42788
2019-06-13,-0.8014,-0.7116,-0.42214,-0.35886,0.72475,0.789,-0.1215,-0.06767,2.39425,2.41025
2019-06-14,-0.8024,-0.7118,-0.42257,-0.35886,0.726,0.7875,-0.13367,-0.06783,2.38175,2.402
2019-06-17,-0.8018,-0.7138,-0.421,-0.36014,0.7265,0.78613,-0.13,-0.06817,2.39025,2.4185
2019-06-18,-0.7998,-0.7132,-0.42114,-0.37314,0.7225,0.78138,-0.12733,-0.06717,2.38288,2.38663
2019-06-19,-0.803,-0.7174,-0.41971,-0.37543,0.72363,0.7815,-0.14583,-0.07017,2.38338,2.38613
2019-06-20,-0.8058,-0.7208,-0.42386,-0.37614,0.72363,0.78413,-0.14733,-0.06983,2.40363,2.34313
2019-06-21,-0.8084,-0.7222,-0.42357,-0.37771,0.7225,0.77488,-0.14683,-0.0705,2.40438,2.34925
2019-06-24,-0.8072,-0.725,-0.422,-0.37871,0.72175,0.77275,-0.14367,-0.067,2.40175,2.33288
2019-06-25,-0.8092,-0.7274,-0.42029,-0.37971,0.72175,0.772,-0.14017,-0.06617,2.40413,2.31125
2019-06-26,-0.8202,-0.7272,-0.42143,-0.38571,0.72213,0.76938,-0.14467,-0.064,2.40238,2.32988
2019-06-27,-0.8094,-0.7272,-0.421,-0.38186,0.72175,0.76875,-0.11233,-0.0655,2.40238,2.31888
2019-06-28,-0.8114,-0.7256,-0.42614,-0.39143,0.72175,0.77375,-0.112,-0.0655,2.398,2.31988
2019-07-01,-0.8114,-0.735,-0.42943,-0.39186,0.72313,0.77975,-0.10517,-0.06817,2.38775,2.33188
2019-07-02,-0.8106,-0.7382,-0.42614,-0.39229,0.723,0.77663,-0.09683,-0.0645,2.3795,2.313
2019-07-03,-0.8118,-0.7436,-0.432,-0.392,0.7215,0.7605,-0.10517,-0.06967,2.36,2.2885
2019-07-04,-0.8142,-0.7458,-0.431,-0.39314,0.72188,0.762,-0.10517,-0.06983,2.36413,2.30263
2019-07-05,-0.811,-0.7446,-0.43686,-0.39529,0.72225,0.76175,-0.11517,-0.0715,2.3665,2.31138
2019-07-08,-0.8126,-0.7484,-0.43129,-0.391,0.7215,0.76263,-0.12083,-0.0745,2.37938,2.33775
2019-07-09,-0.8114,-0.746,-0.428,-0.399,0.7215,0.77125,-0.115,-0.074,2.36863,2.34075
2019-07-10,-0.8106,-0.7486,-0.42871,-0.39857,0.722,0.77575,-0.11817,-0.07583,2.36913,2.3395
2019-07-11,-0.8132,-0.7448,-0.43186,-0.40486,0.72113,0.77025,-0.109,-0.075,2.325,2.30338
2019-07-12,-0.813,-0.7472,-0.43271,-0.4,0.721,0.7675,-0.11283,-0.08117,2.332,2.32225
2019-07-15,-0.8098,-0.7466,-0.43414,-0.401,0.72,0.76713,-0.11233,-0.08067,2.31413,2.30325
2019-07-16,-0.814,-0.7484,-0.43571,-0.40543,0.7195,0.7665,-0.10767,-0.0805,2.30038,2.29963
2019-07-17,-0.815,-0.7478,-0.435,-0.40114,0.719,0.7665,-0.09617,-0.07833,2.29788,2.3025
2019-07-18,-0.815,-0.7498,-0.43943,-0.40614,0.71975,0.766,-0.0995,-0.08083,2.2715,2.27763
2019-07-19,-0.8192,-0.753,-0.44614,-0.41429,0.72138,0.76475,-0.09867,-0.079,2.26113,2.25938
2019-07-22,-0.816,-0.756,-0.434,-0.40243,0.72013,0.77263,-0.0965,-0.07833,2.26913,2.28275
2019-07-23,-0.819,-0.7584,-0.43229,-0.40714,0.71488,0.7785,-0.0975,-0.0795,2.266,2.2755
2019-07-24,-0.813,-0.7554,-0.44229,-0.417,0.71513,0.783,-0.093,-0.07317,2.26175,2.26663
2019-07-25,-0.8198,-0.7584,-0.44386,-0.42014,0.71638,0.78175,-0.09767,-0.07283,2.24113,2.25575
2019-07-26,-0.802,-0.7598,-0.41971,-0.40114,0.71625,0.78325,-0.09583,-0.07333,2.237,2.26575
2019-07-29,-0.809,-0.7596,-0.42243,-0.40229,0.71425,0.77763,-0.09417,-0.07133,2.23438,2.2555
2019-07-30,-0.8112,-0.7614,-0.42443,-0.41743,0.71188,0.772,-0.11417,-0.07317,2.22975,2.25313
2019-07-31,-0.8172,-0.768,-0.42643,-0.41971,0.71325,0.77263,-0.1005,-0.07333,2.22425,2.26563
2019-08-01,-0.8138,-0.77,-0.42586,-0.41529,0.7115,0.77,-0.10067,-0.08267,2.24413,2.28675
2019-08-02,-0.816,-0.7722,-0.43386,-0.41171,0.71138,0.77313,-0.11017,-0.09033,2.2285,2.23925
2019-08-05,-0.8198,-0.781,-0.43057,-0.41343,0.71113,0.76788,-0.11067,-0.093,2.223,2.209
2019-08-06,-0.8192,-0.7816,-0.42557,-0.416,0.70538,0.77288,-0.10083,-0.098,2.21275,2.187
2019-08-07,-0.821,-0.7864,-0.42971,-0.42,0.70513,0.771,-0.11417,-0.09783,2.21125,2.1845
2019-08-08,-0.8216,-0.7874,-0.42957,-0.42286,0.704,0.76963,-0.11983,-0.1015,2.20088,2.181
2019-08-09,-0.8228,-0.7884,-0.42571,-0.41714,0.71125,0.76375,-0.1225,-0.1065,2.19425,2.17563
2019-08-12,-0.8248,-0.7918,-0.426,-0.41786,0.71275,0.761,-0.12367,-0.107,2.19525,2.17525
2019-08-13,-0.818,-0.7968,-0.42271,-0.425,0.71225,0.75938,-0.1145,-0.10767,2.19513,2.15813
2019-08-14,-0.8298,-0.8232,-0.42271,-0.42586,0.71038,0.76988,-0.119,-0.10417,2.19738,2.16838
2019-08-15,-0.8298,-0.8242,-0.42786,-0.42986,0.7105,0.76813,-0.12583,-0.10433,2.182,2.12375
2019-08-16,-0.8448,-0.837,-0.43443,-0.44271,0.71063,0.7655,-0.11517,-0.102,2.17213,2.13588
2019-08-19,-0.8456,-0.8398,-0.44329,-0.44286,0.71075,0.76538,-0.10633,-0.10433,2.16863,2.1515
2019-08-20,-0.8464,-0.8414,-0.44671,-0.44714,0.70975,0.7605,-0.10383,-0.10267,2.17,2.1495
2019-08-21,-0.8458,-0.8438,-0.43929,-0.45843,0.70863,0.76413,-0.1075,-0.1035,2.16663,2.14763
2019-08-22,-0.8518,-0.8468,-0.45171,-0.45471,0.70838,0.76088,-0.1045,-0.10483,2.14525,2.13225
2019-08-23,-0.8568,-0.8422,-0.45286,-0.44871,0.709,0.762,-0.10017,-0.08583,2.1395,2.14438
2019-08-26,.,.,.,.,.,.,.,.,.,.
2019-08-27,-0.8566,-0.8452,-0.45771,-0.44729,0.70938,0.76463,-0.1045,-0.0835,2.11588,2.11738
2019-08-28,-0.866,-0.848,-0.46314,-0.45486,0.70625,0.75975,-0.11067,-0.08483,2.112,2.12413
2019-08-29,-0.8904,-0.8588,-0.47443,-0.45814,0.70663,0.75488,-0.136,-0.09183,2.10025,2.13175
2019-08-30,-0.8856,-0.8554,-0.48614,-0.47257,0.708,0.75925,-0.12567,-0.092,2.089,2.13763
2019-09-02,-0.8886,-0.8548,-0.48771,-0.48114,0.70813,0.76675,-0.12267,-0.09083,2.08188,2.13275
2019-09-03,-0.9046,-0.8636,-0.50314,-0.48186,0.708,0.75725,-0.13683,-0.0905,2.06688,2.12663
2019-09-04,-0.9186,-0.8678,-0.49586,-0.48086,0.70888,0.76163,-0.14917,-0.09517,2.05725,2.11238
2019-09-05,-0.9086,-0.867,-0.50657,-0.481,0.71,0.76513,-0.1415,-0.0935,2.04213,2.10213
2019-09-06,-0.9044,-0.8614,-0.50671,-0.48229,0.70975,0.76763,-0.1425,-0.09367,2.049,2.13413
2019-09-09,-0.9062,-0.8624,-0.50986,-0.48086,0.71,0.76688,-0.14767,-0.09367,2.0495,2.13838
2019-09-10,-0.8974,-0.8574,-0.514,-0.47186,0.70975,0.772,-0.14667,-0.09383,2.03863,2.13163
2019-09-11,-0.9066,-0.8542,-0.51371,-0.46214,0.71163,0.783,-0.148,-0.09267,2.03588,2.12725
2019-09-12,-0.8982,-0.8456,-0.52186,-0.46571,0.71113,0.77988,-0.1515,-0.08983,2.0275,2.1185
2019-09-13,-0.8648,-0.8092,-0.48971,-0.42286,0.71225,0.78463,-0.14483,-0.08983,2.02475,2.13938
2019-09-16,-0.8524,-0.8052,-0.496,-0.42171,0.714,0.78138,-0.13933,-0.0885,2.04088,2.14513
2019-09-17,-0.8664,-0.8108,-0.497,-0.431,0.71413,0.78275,-0.15333,-0.09233,2.057,2.16413
2019-09-18,-0.8522,-0.8042,-0.49657,-0.421,0.71388,0.77563,-0.149,-0.091,2.04425,2.15588
2019-09-19,-0.8342,-0.768,-0.49686,-0.41914,0.71438,0.77888,-0.16583,-0.096,2.04588,2.15888
2019-09-20,-0.819,-0.7538,-0.50071,-0.42271,0.715,0.77625,-0.13017,-0.09467,2.0365,2.13463
2019-09-23,-0.8088,-0.7594,-0.502,-0.42529,0.71338,0.765,-0.1205,-0.09467,2.01838,2.10625
2019-09-24,-0.8094,-0.7548,-0.503,-0.42314,0.71375,0.766,-0.11983,-0.09283,2.04588,2.113
2019-09-25,-0.825,-0.7608,-0.50486,-0.42657,0.71488,0.76425,-0.14083,-0.093,2.05363,2.09963
2019-09-26,-0.8206,-0.7564,-0.50671,-0.42871,0.71575,0.77075,-0.11967,-0.09183,2.0435,2.10438
2019-09-27,-0.8048,-0.7672,-0.50786,-0.43686,0.7135,0.76088,-0.11383,-0.095,2.0315,2.09863
2019-09-30,-0.81,-0.7632,-0.50643,-0.44071,0.71525,0.758,-0.10867,-0.09917,2.01563,2.08513
2019-10-01,-0.814,-0.7726,-0.511,-0.44629,0.71588,0.75963,-0.118,-0.0985,2.01088,2.08863
2019-10-02,-0.8108,-0.7672,-0.511,-0.44871,0.71425,0.76663,-0.11017,-0.10333,1.99725,2.05638
2019-10-03,-0.807,-0.7752,-0.50986,-0.44743,0.71563,0.76075,-0.10817,-0.1085,1.9895,2.04313
2019-10-04,-0.8068,-0.783,-0.51414,-0.44286,0.714,0.75975,-0.12183,-0.11533,1.978,2.027
2019-10-07,-0.8032,-0.7866,-0.51686,-0.442,0.71463,0.76088,-0.1115,-0.116,1.94025,2.012
2019-10-08,-0.8068,-0.7884,-0.516,-0.443,0.7135,0.76138,-0.111,-0.11817,1.93875,2.0095
2019-10-09,-0.803,-0.79,-0.51743,-0.44129,0.70938,0.76425,-0.10983,-0.11467,1.92738,1.98425
2019-10-10,-0.8034,-0.79,-0.51786,-0.44257,0.71025,0.77375,-0.1195,-0.1145,1.92125,1.98613
2019-10-11,-0.802,-0.7868,-0.51814,-0.44014,0.71638,0.78475,-0.10583,-0.1115,1.9135,2.00088
2019-10-14,-0.7952,-0.78,-0.51529,-0.43686,0.71438,0.7825,-0.105,-0.11167,1.89075,2.00088
2019-10-15,-0.7998,-0.7776,-0.50314,-0.435,0.71413,0.785,-0.10083,-0.103,1.88913,2.00213
2019-10-16,-0.7948,-0.7776,-0.50486,-0.43429,0.71175,0.78363,-0.10467,-0.10883,1.8775,2.00325
2019-10-17,-0.7982,-0.7732,-0.50286,-0.43957,0.7145,0.79313,-0.10783,-0.10967,1.84638,1.96588
2019-10-18,-0.7948,-0.775,-0.49871,-0.43529,0.7105,0.79375,-0.117,-0.11783,1.85025,1.95325
2019-10-21,-0.7966,-0.7738,-0.50086,-0.43214,0.71113,0.79538,-0.11617,-0.1135,1.823,1.934
2019-10-22,-0.789,-0.7726,-0.49643,-0.43,0.71113,0.78988,-0.1185,-0.11283,1.82175,1.936
2019-10-23,-0.7804,-0.7666,-0.498,-0.432,0.71138,0.7985,-0.10967,-0.11233,1.82275,1.93963
2019-10-24,-0.7784,-0.767,-0.49729,-0.43,0.71438,0.80513,-0.1045,-0.1155,1.80425,1.93563
2019-10-25,-0.7784,-0.7592,-0.497,-0.43129,0.71238,0.803,-0.105,-0.11,1.80488,1.92813
2019-10-28,-0.786,-0.7608,-0.50229,-0.435,0.71163,0.80363,-0.116,-0.11367,1.79963,1.9355
2019-10-29,-0.7896,-0.7608,-0.50457,-0.43586,0.71275,0.7965,-0.11533,-0.11667,1.78588,1.92713
2019-10-30,-0.7884,-0.7646,-0.50829,-0.43743,0.71413,0.8,-0.113,-0.11683,1.78138,1.90913
2019-10-31,-0.79,-0.7594,-0.51457,-0.44,0.71325,0.80925,-0.11167,-0.115,1.78488,1.90225
2019-11-01,-0.7626,-0.7242,-0.51257,-0.44129,0.7135,0.81538,-0.11267,-0.11583,1.77425,1.8905
2019-11-04,-0.7438,-0.7156,-0.50714,-0.44214,0.71363,0.80463,-0.11333,-0.11533,1.771,1.90825
2019-11-05,-0.735,-0.7,-0.50414,-0.44471,0.71588,0.8045,-0.102,-0.1115,1.76988,1.8935
2019-11-06,-0.735,-0.7084,-0.50471,-0.446,0.71663,0.7985,-0.08717,-0.10383,1.755,1.90425
2019-11-07,-0.7394,-0.7102,-0.50457,-0.43671,0.71725,0.79913,-0.098,-0.10517,1.758,1.90138
2019-11-08,-0.736,-0.7092,-0.504,-0.43729,0.71613,0.78988,-0.09933,-0.10783,1.759,1.90063
2019-11-11,-0.7372,-0.7084,-0.50471,-0.43714,0.7155,0.78838,-0.10083,-0.10733,1.76325,1.90463
2019-11-12,-0.7416,-0.7038,-0.50529,-0.43757,0.71513,0.79113,-0.09633,-0.10617,1.76163,1.90925
2019-11-13,-0.7426,-0.7026,-0.50157,-0.437,0.71225,0.79175,-0.099,-0.1085,1.76538,1.90988
2019-11-14,-0.7428,-0.707,-0.50229,-0.43571,0.712,0.78888,-0.09367,-0.10083,1.7625,1.90413
2019-11-15,-0.7444,-0.7046,-0.50257,-0.43657,0.71175,0.78713,-0.10567,-0.09967,1.73325,1.90263
2019-11-18,-0.7494,-0.7088,-0.50343,-0.43986,0.71175,0.78988,-0.1005,-0.105,1.72363,1.8985
2019-11-19,-0.7464,-0.71,-0.50114,-0.44743,0.71325,0.78925,-0.103,-0.103,1.72163,1.89463
2019-11-20,-0.7566,-0.7142,-0.50057,-0.448,0.71388,0.80238,-0.10083,-0.09933,1.71563,1.89875
2019-11-21,-0.7554,-0.716,-0.50043,-0.44614,0.71713,0.79775,-0.1015,-0.10833,1.708,1.9095
2019-11-22,-0.7588,-0.7126,-0.50071,-0.445,0.71338,0.787,-0.10133,-0.098,1.70275,1.91725
2019-11-25,-0.7542,-0.7166,-0.50286,-0.442,0.71288,0.78375,-0.09833,-0.085,1.6995,1.91863
2019-11-26,-0.7586,-0.717,-0.50114,-0.43529,0.71388,0.79163,-0.098,-0.0855,1.70163,1.90863
2019-11-27,-0.7592,-0.7164,-0.50029,-0.43471,0.71338,0.79488,-0.08517,-0.08733,1.69113,1.91375
2019-11-28,-0.8188,-0.719,-0.51286,-0.43443,0.70725,0.7935,-0.164,-0.0825,1.7085,1.90688
2019-11-29,-0.8298,-0.7228,-0.51557,-0.434,0.70538,0.79313,-0.191,-0.0835,1.69713,1.9055
2019-12-02,-0.827,-0.7226,-0.51443,-0.434,0.704,0.787,-0.19317,-0.07983,1.69375,1.90013
2019-12-03,-0.8276,-0.7258,-0.52014,-0.45171,0.70375,0.78438,-0.20733,-0.07983,1.70363,1.8915
2019-12-04,-0.8154,-0.7242,-0.51114,-0.448,0.70963,0.78313,-0.20667,-0.0765,1.71313,1.88713
2019-12-05,-0.8036,-0.7224,-0.50829,-0.44943,0.70813,0.78538,-0.19983,-0.07367,1.71013,1.885
2019-12-06,-0.81,-0.7176,-0.51143,-0.44271,0.70663,0.78213,-0.18567,-0.07183,1.71513,1.8905
2019-12-09,-0.8066,-0.7192,-0.51329,-0.43857,0.70963,0.78338,-0.17867,-0.0705,1.71763,1.88838
2019-12-10,-0.8124,-0.718,-0.513,-0.43686,0.702,0.78525,-0.185,-0.07083,1.73563,1.88725
2019-12-11,-0.8212,-0.7206,-0.51743,-0.43643,0.69713,0.77938,-0.19917,-0.07117,1.7405,1.88738
2019-12-12,-0.8218,-0.7224,-0.52071,-0.43486,0.70075,0.77863,-0.19567,-0.07417,1.73975,1.89363
2019-12-13,-0.8066,-0.723,-0.51814,-0.43729,0.71963,0.79963,-0.1605,-0.07017,1.73738,1.89963
2019-12-16,-0.7952,-0.7078,-0.52129,-0.43286,0.7135,0.7975,-0.14883,-0.06733,1.74488,1.8985
2019-12-17,-0.7934,-0.7056,-0.52357,-0.43571,0.70913,0.79438,-0.15083,-0.0665,1.76388,1.9025
2019-12-18,-0.7886,-0.7062,-0.519,-0.43129,0.70363,0.78975,-0.14067,-0.06633,1.76463,1.908
2019-12-19,-0.7828,-0.7048,-0.512,-0.43171,0.7025,0.78888,-0.12617,-0.05833,1.78513,1.92775
2019-12-20,-0.7912,-0.6948,-0.50557,-0.42029,0.70563,0.79813,-0.10583,-0.04917,1.77988,1.93475
2019-12-23,-0.7844,-0.6968,-0.52043,-0.42729,0.70638,0.79963,-0.0985,-0.0455,1.792,1.94663
